GEO.id,GEO.id2,GEO.display-label,GCT_STUB.target-geo-id,GCT_STUB.target-geo-id2,GCT_STUB.display-label,GCT_STUB.display-label,HD01,HD02,SUBHD0301,SUBHD0302,SUBHD0303,SUBHD0401,SUBHD0402
Id,Id2,Geography,Target Geo Id,Target Geo Id2,Geographic area,Geographic area,Population,Housing units,Area in square miles - Total area,Area in square miles - Water area,Area in square miles - Land area,Density per square mile of land area - Population,Density per square mile of land area - Housing units
0400000US01,01,Alabama,8710000US0135444,0135444,Alabama - ZCTA 35444,ZCTA 35444,3699,1495,152.07,3.20,148.87,24.8,10.0
0400000US01,01,Alabama,8710000US0135446,0135446,Alabama - ZCTA 35446,ZCTA 35446,2234,985,61.56,0.68,60.88,36.7,16.2
0400000US01,01,Alabama,8710000US0135447,0135447,Alabama - ZCTA 35447,ZCTA 35447,3460,1716,148.58,4.09,144.49,23.9,11.9
0400000US01,01,Alabama,8710000US0135452,0135452,Alabama - ZCTA 35452,ZCTA 35452,3880,1553,52.63,0.68,51.96,74.7,29.9
0400000US01,01,Alabama,8710000US0135453,0135453,Alabama - ZCTA 35453,ZCTA 35453,11127,4757,94.49,1.44,93.04,119.6,51.1
0400000US01,01,Alabama,8710000US0135456,0135456,Alabama - ZCTA 35456,ZCTA 35456,3759,1561,84.97,0.25,84.72,44.4,18.4
0400000US01,01,Alabama,8710000US0135457,0135457,Alabama - ZCTA 35457,ZCTA 35457,82,42,6.83,0.15,6.68,12.3,6.3
0400000US01,01,Alabama,8710000US0135458,0135458,Alabama - ZCTA 35458,ZCTA 35458,594,268,26.06,0.49,25.56,23.2,10.5
0400000US01,01,Alabama,8710000US0135459,0135459,Alabama - ZCTA 35459,ZCTA 35459,872,429,138.09,1.46,136.62,6.4,3.1
0400000US01,01,Alabama,8710000US0135460,0135460,Alabama - ZCTA 35460,ZCTA 35460,834,409,99.07,1.85,97.22,8.6,4.2
0400000US01,01,Alabama,8710000US0135461,0135461,Alabama - ZCTA 35461,ZCTA 35461,1952,1069,124.25,0.23,124.02,15.7,8.6
0400000US01,01,Alabama,8710000US0135462,0135462,Alabama - ZCTA 35462,ZCTA 35462,5061,2570,316.98,4.05,312.93,16.2,8.2
0400000US01,01,Alabama,8710000US0135463,0135463,Alabama - ZCTA 35463,ZCTA 35463,1749,791,63.49,2.16,61.33,28.5,12.9
0400000US01,01,Alabama,8710000US0135464,0135464,Alabama - ZCTA 35464,ZCTA 35464,654,307,33.44,0.47,32.97,19.8,9.3
0400000US01,01,Alabama,8710000US0135466,0135466,Alabama - ZCTA 35466,ZCTA 35466,6075,2669,261.53,0.48,261.04,23.3,10.2
0400000US01,01,Alabama,8710000US0135469,0135469,Alabama - ZCTA 35469,ZCTA 35469,221,132,19.45,0.86,18.59,11.9,7.1
0400000US01,01,Alabama,8710000US0135470,0135470,Alabama - ZCTA 35470,ZCTA 35470,5468,2514,268.95,3.30,265.65,20.6,9.5
0400000US01,01,Alabama,8710000US0135473,0135473,Alabama - ZCTA 35473,ZCTA 35473,14909,6769,25.98,0.83,25.15,592.8,269.1
0400000US01,01,Alabama,8710000US0135474,0135474,Alabama - ZCTA 35474,ZCTA 35474,6180,2663,202.61,1.81,200.80,30.8,13.3
0400000US01,01,Alabama,8710000US0135475,0135475,Alabama - ZCTA 35475,ZCTA 35475,14507,6073,222.18,7.19,214.99,67.5,28.2
0400000US01,01,Alabama,8710000US0135476,0135476,Alabama - ZCTA 35476,ZCTA 35476,8106,3613,5.71,0.19,5.53,1467.0,653.9
0400000US01,01,Alabama,8710000US0135477,0135477,Alabama - ZCTA 35477,ZCTA 35477,335,199,34.79,0.75,34.04,9.8,5.8
0400000US01,01,Alabama,8710000US0135480,0135480,Alabama - ZCTA 35480,ZCTA 35480,1343,612,68.34,0.09,68.25,19.7,9.0
0400000US01,01,Alabama,8710000US0135481,0135481,Alabama - ZCTA 35481,ZCTA 35481,3668,1791,118.97,0.45,118.52,30.9,15.1
0400000US01,01,Alabama,8710000US0135490,0135490,Alabama - ZCTA 35490,ZCTA 35490,3857,1553,67.47,0.29,67.17,57.4,23.1
0400000US01,01,Alabama,8710000US0135501,0135501,Alabama - ZCTA 35501,ZCTA 35501,10424,4832,50.40,0.47,49.93,208.8,96.8
0400000US01,01,Alabama,8710000US0135503,0135503,Alabama - ZCTA 35503,ZCTA 35503,9068,4079,81.67,2.03,79.64,113.9,51.2
0400000US01,01,Alabama,8710000US0135504,0135504,Alabama - ZCTA 35504,ZCTA 35504,13596,6105,100.09,3.13,96.96,140.2,63.0
